	dg_d	dg_v	ca3_d	ca3_v	ca2	ca1_d	ca1_i	ca1_v	sst	pv
ENSMUSG00000001418	47.9987	29.2481	21.5503	31.8546	32.207	31.9295	29.9773	32.3906	27.4048	24.9175
ENSMUSG00000001419	253.334	145.968	93.3482	63.2984	76.1364	85.0134	73.5076	76.0614	46.2305	41.2516
ENSMUSG00000001420	0	0.142595	0.0591095	0	0.396969	0.106013	0.185284	0.0341075	0.130589	0.10487
ENSMUSG00000001424	18.9997	17.1353	15.6712	17.005	12.0133	33.969	36.3101	26.731	12.7899	9.08677
ENSMUSG00000001435	0	0.0175676	0.0422948	0.276125	0.0215246	0.00321115	0.0153877	0.063075	0.0254895	0.0314461
ENSMUSG00000001436	2.35266	3.73269	5.20029	5.48393	2.7751	3.78867	2.33644	4.78242	6.20221	6.43535
ENSMUSG00000001440	30.2232	39.6932	48.1188	44.3344	47.2469	43.1439	53.4204	43.7909	37.8778	32.5938
ENSMUSG00000001441	55.8401	78.818	74.708	79.5606	70.1112	79.1717	88.1846	96.6637	72.3589	83.3241
ENSMUSG00000001444	1.86279	0	0	0	0	0	0.0811079	0.140834	0	0
ENSMUSG00000001445	25.3769	12.3777	11.8172	16.6645	14.8239	9.4621	12.3222	14.8477	26.9552	21.5288
ENSMUSG00000001467	3.49771	17.6542	15.5942	13.6587	11.0423	14.3817	28.9449	25.0838	21.2304	13.5091
ENSMUSG00000001472	112.213	110.544	293.475	236.7	262.945	231.672	236.196	238.062	227.592	212.005
ENSMUSG00000001473	0.524678	2.4994	0.843445	1.42783	0.739309	1.53873	0.709986	1.26439	7.69371	6.01782
ENSMUSG00000001482	2.0975	4.09959	5.16684	3.04491	4.18733	3.88555	2.84852	3.57112	3.77265	3.20607
ENSMUSG00000001493	0	2.17947	0.0177154	0.32668	0.039803	0	0	0.0508236	0.0568952	0
ENSMUSG00000001494	0	0	0.0573137	0	0	0	0	0	0.0168641	0.19317
ENSMUSG00000001496	0.0731752	0.130756	0.0133293	0.0395718	0.0243719	0.0608288	0.072798	0.0647498	0.0690384	0.324528
ENSMUSG00000001497	0	0.022137	0	0.00992893	0	0.0125868	0.00834568	0	0	0
ENSMUSG00000001504	0	0	0	0	0	0	0	0	0.0307563	0.173869
ENSMUSG00000001506	0.0965218	0.315124	0	0.0722162	0.122166	0.00402831	0	0	0	0
ENSMUSG00000001507	0.886026	4.14551	3.62188	5.76425	5.03345	2.51729	1.46564	10.3158	9.25822	10.4813
ENSMUSG00000001508	0	0	0	0	0.058344	0	0	0	0.0315799	0.198231
ENSMUSG00000001510	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001517	1.63108	1.14408	0.557182	0.852341	0.0533819	0.146038	0.284151	0.75409	0.122017	0.35118
ENSMUSG00000001518	2.08682	3.18131	1.64548	2.03868	1.65319	1.85656	3.43515	2.73903	7.81468	4.02647
ENSMUSG00000001520	8.61459	12.7943	1.40881	1.98178	0.836062	0.760449	1.44565	3.67783	16.141	10.4196
ENSMUSG00000001521	4.09741	7.07132	2.23756	2.07127	1.60025	1.94178	1.6778	1.05485	1.38743	4.82752
ENSMUSG00000001524	10.5218	5.26962	4.29545	3.9761	2.27976	6.62436	6.12374	3.76333	2.9877	7.42338
ENSMUSG00000001525	46.8145	61.927	147.173	150.255	103.472	83.2876	105.569	139.719	94.3488	40.2193
ENSMUSG00000001542	4.06911	4.22642	9.4709	4.87633	2.23041	11.3753	9.92408	8.65086	24.4801	17.477
ENSMUSG00000001552	4.81023	2.86751	7.7556	2.89976	3.46173	0.752348	1.94272	2.34689	2.14107	1.16536
ENSMUSG00000001555	0	0.901437	0.0292172	0.217589	0	0.0186192	0	0	0.113175	0.295463
ENSMUSG00000001558	0.0540655	0.251769	0.00978434	0.057017	0.249216	0.399727	0.0689596	0.0240533	0.167123	0
ENSMUSG00000001566	0.214171	0	0	0	0	0	0	0	0.0258972	0
ENSMUSG00000001569	0.864612	5.86486	5.36128	6.61825	6.34367	7.00439	6.08044	4.20791	7.00195	5.85141
ENSMUSG00000001576	66.1462	34.1551	47.3149	46.2643	48.7733	50.882	43.7717	46.3788	53.2906	35.8921
ENSMUSG00000001583	4.96484	0.469171	0.279069	0.655304	0.265324	0.459224	0.392138	0.668907	0.740268	0.981395
ENSMUSG00000001588	0	0.025758	0	0.00693197	0	0	0.0145088	0.023567	0	0
ENSMUSG00000001604	0.0783468	0	0	0	0	0	0.0277961	0.0690173	0	0
ENSMUSG00000001622	0	0	0	0	0.0223975	0	0	0	0	0
ENSMUSG00000001627	28.2244	39.9016	50.268	39.3752	26.6635	58.4279	69.778	60.4389	113.791	76.7948
ENSMUSG00000001630	4.27404	3.54369	7.58382	12.5374	22.1334	7.01816	10.9779	8.38179	8.30589	16.905
ENSMUSG00000001632	10.8867	10.3316	5.67553	5.93403	4.71299	6.86309	6.80242	6.88386	3.21146	3.46719
ENSMUSG00000001642	19.0534	13.2911	12.0123	9.92592	8.33609	13.4854	8.33985	10.7669	13.4146	18.7243
ENSMUSG00000001655	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001656	0	0	0	0	0	0	0	0.0240057	0	0
ENSMUSG00000001657	0	0	0	0	0	0	0	0.0211028	0	0
ENSMUSG00000001661	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001663	0	2.45659	0.184674	0.820343	0	0	0.324403	0.602727	2.99697	0.136795
ENSMUSG00000001665	0	0	0	0	0	0	0	0	0.0112378	0.0981358
ENSMUSG00000001666	36.9304	13.2212	9.68006	15.6102	7.39358	11.0328	7.37442	8.81503	28.2046	111.562
ENSMUSG00000001670	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001672	0	0	0.00806498	0.0217459	0.292165	0	0	0	0	0.264032
ENSMUSG00000001674	14.058	8.35715	15.1811	14.364	8.47894	12.7858	25.6619	14.7369	29.0969	12.4908
ENSMUSG00000001687	66.038	27.1229	66.1465	52.8441	90.7646	59.4357	53.3501	40.6856	74.6422	94.3753
ENSMUSG00000001700	0	0.368904	0.094594	1.19446	0.147101	0.0476882	0.0820421	0	0.181863	0.486731
ENSMUSG00000001707	11.2464	10.5382	11.6516	16.116	14.2073	12.9599	16.6262	14.2429	37.2748	55.6293
ENSMUSG00000001729	19.2161	8.91448	7.31947	9.11914	4.68403	9.02236	11.4605	8.23182	18.5184	29.0471
ENSMUSG00000001739	0.118244	0.0123574	0	0	0	0.0546319	0.203932	0	0.0283075	0.0460907
ENSMUSG00000001741	16.1752	6.25496	19.6392	10.0129	29.3192	0.273722	0.956539	0.233236	0.209293	0.0944752
ENSMUSG00000001750	0.822251	0.974632	0.814251	0.414616	0.108013	0.489581	0	0.836055	1.67939	2.20585
ENSMUSG00000001751	6.11743	0.50451	1.21034	0.755503	0.882818	2.13295	0.737183	0.593878	0.534404	0.317938
ENSMUSG00000001755	4.29836	4.92536	5.12867	9.00579	6.73413	6.44515	6.3248	9.97868	16.7929	5.57118
ENSMUSG00000001761	1.00135	3.23545	0.0104446	3.05566	0.0188822	0.0388091	0.0799002	0.309728	0.320023	0.228332
ENSMUSG00000001763	6.01131	10.4804	1.07292	7.32138	2.19953	0.935765	3.58684	8.52098	1.25101	2.09102
ENSMUSG00000001767	10.2831	8.03802	7.24552	6.13934	7.97294	6.40268	7.30989	8.55842	5.67218	4.80019
ENSMUSG00000001768	1.17866	0.196108	0.339184	0.173117	0.851862	0.55944	1.10816	0.903837	1.77735	1.42929
ENSMUSG00000001773	0	0	0	0.132432	0.0836964	2.06808	1.16199	0.0278464	0.0207706	0
ENSMUSG00000001774	45.9859	34.1383	43.358	44.1639	50.8671	39.2346	41.3717	38.3976	30.131	37.0165
ENSMUSG00000001783	20.004	25.3462	28.7705	23.6836	18.5192	20.9544	26.3518	24.4276	33.7919	57.204
ENSMUSG00000001785	6.16069	9.99711	7.75596	7.38118	6.84812	6.62748	10.7499	7.11065	12.5408	10.8778
ENSMUSG00000001786	17.5697	6.82114	8.4506	5.57313	3.49123	9.17118	7.52036	6.32994	14.4799	8.61147
ENSMUSG00000001794	209.368	163.379	425.025	365.165	282.958	193.609	226.466	253.025	218.595	241.397
ENSMUSG00000001802	9.60588	6.06151	11.2309	11.7079	7.45279	9.75374	9.12514	7.73837	8.82053	12.9117
ENSMUSG00000001804	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001815	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001819	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001823	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001827	0	0.701582	0	0	0	0	0	0	0	0
ENSMUSG00000001829	13.439	11.8478	8.55205	10.0299	6.15936	7.16859	7.40281	8.35284	10.6444	10.1981
ENSMUSG00000001833	70.3842	56.4999	160.363	114.227	203.376	122.811	126.859	137.98	116.114	107.769
ENSMUSG00000001844	29.2091	7.2129	4.79267	5.67379	4.40625	9.35543	7.89116	8.15562	3.81991	7.28276
ENSMUSG00000001847	282.434	292.47	314.811	266.789	294.575	264.594	267.317	252.679	237.754	131.304
ENSMUSG00000001855	25.3461	28.8855	20.414	24.3744	27.9454	16.004	21.3136	17.3688	15.0694	22.6669
ENSMUSG00000001864	0	0	0	0.0380016	0.154788	0	0.0143974	0	0.223224	0
ENSMUSG00000001865	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001870	2.47162	2.01606	0.331139	0.448498	0.834541	0.450794	0.144611	0.509559	2.26744	1.7402
ENSMUSG00000001891	2.45586	15.1346	46.5669	33.8322	50.5299	48.1267	49.3636	39.766	48.7764	42.3722
ENSMUSG00000001901	0.403219	0.5915	0.530086	0.471799	0.181478	0.325542	0.400948	0.202717	0.461441	0.285038
ENSMUSG00000001909	24.4494	15.753	8.94499	11.8388	8.35085	10.024	6.01122	17.6407	10.5081	22.5923
ENSMUSG00000001910	18.9655	19.5404	22.698	18.924	21.2732	19.9824	19.084	25.2526	19.2807	19.1796
ENSMUSG00000001911	213.593	112.605	76.5154	73.9116	105.884	64.2758	69.14	91.8166	3.76662	2.5925
ENSMUSG00000001918	0	0.0999846	0.0369821	0	0.0335308	0	0	0.0161965	0.725137	3.64133
ENSMUSG00000001924	146.007	75.767	118.629	108.785	115.748	89.8811	96.5603	100.745	113.52	94.1112
ENSMUSG00000001930	2.65704	4.78679	1.2632	1.96501	1.31863	2.71017	1.1166	1.79888	3.25813	2.90171
ENSMUSG00000001942	7.91615	3.70298	7.15688	5.12088	4.96264	3.88647	3.60444	4.28049	4.14537	2.51856
ENSMUSG00000001943	12.1684	5.81036	4.15248	7.82049	2.1258	4.40847	2.4807	4.2381	0.045434	0.0181697
ENSMUSG00000001946	0.725186	0.774323	1.79811	1.4284	0.539557	2.25786	0.150645	0.834558	0.325972	0.171233
ENSMUSG00000001948	0	0.761416	2.05632	0.426028	0.3919	0.772238	0.779804	0.757032	2.70625	6.4709
ENSMUSG00000001962	5.29638	7.99252	9.23791	8.85071	6.16894	7.0659	9.14148	11.626	9.98142	11.6
ENSMUSG00000001964	20.4494	16.9855	12.3227	20.9054	19.9143	25.1173	31.4753	26.7739	25.7286	20.6193
ENSMUSG00000001983	3.08016	2.92188	6.32851	3.94321	5.23786	3.18193	3.60606	5.08366	2.79939	9.84222
ENSMUSG00000001985	18.2149	8.15489	0.121843	0.370732	0.0724808	0.0213215	0.14034	2.33943	39.3142	15.8253
ENSMUSG00000001986	134.105	133.85	168.317	105.848	195.59	186.811	203.201	175.66	169.102	190.939
ENSMUSG00000001988	0	0.524928	0	0.105848	0	0	1.76276	0	18.5014	0.0292311
ENSMUSG00000001995	21.2182	20.0972	0.985248	1.46878	7.21299	2.31948	3.60795	4.59922	5.90628	9.01824
ENSMUSG00000001998	7.63034	7.18376	3.85394	2.95769	2.93827	3.73696	3.29038	4.16281	1.87869	4.07147
ENSMUSG00000001999	3.76059	2.51004	2.84791	3.79106	4.76001	3.27789	2.00214	3.97941	11.4837	23.5335
ENSMUSG00000002006	8.70743	19.6337	18.9586	12.1567	17.4017	12.6499	13.8863	14.6037	9.52821	4.6262
ENSMUSG00000002007	2.93546	1.26061	0.230959	0.136195	0.0917033	0.145839	0.0675202	0.14588	0.536433	0.815654
ENSMUSG00000002010	169.961	112.624	126.159	94.1006	148.345	103.963	86.7855	99.2477	122.101	181.215
ENSMUSG00000002012	61.5401	46.8935	11.1436	42.0505	6.33117	5.15166	11.1433	20.2914	34.7568	10.5078
ENSMUSG00000002014	31.0328	26.4305	21.1307	14.2049	15.1997	16.9141	14.6058	18.9143	53.4356	43.5025
ENSMUSG00000002015	10.5265	15.0078	27.1419	36.5027	41.0239	23.7504	31.356	32.9314	55.0284	48.307
ENSMUSG00000002017	17.9631	11.7275	26.2381	18.6991	36.54	14.5676	13.6223	14.7381	18.9992	22.7601
ENSMUSG00000002020	0.024796	0.00696062	0	0	0	0.00648796	0	0	0	0.409533
ENSMUSG00000002028	48.1307	40.7542	24.6232	30.0037	22.4554	29.4148	34.8315	35.3801	33.0253	25.6956
ENSMUSG00000002031	7.38226	18.2202	16.748	25.3218	11.7343	20.2907	24.8803	26.8601	26.8569	20.1352
ENSMUSG00000002032	10.6672	7.27639	14.9891	9.98934	13.6218	5.2747	5.94077	8.02473	15.714	29.5054
ENSMUSG00000002033	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002043	8.11679	1.62767	0.824339	1.20175	1.16276	1.06624	0.377402	0.822628	3.63458	6.01977
ENSMUSG00000002052	48.8034	49.5142	46.4926	52.2604	77.5978	60.444	62.5868	53.7844	20.6951	21.1001
ENSMUSG00000002055	7.1522	4.22695	0.282896	0.149522	0.100702	0.135301	0.592752	0.780601	0.147758	5.70898
ENSMUSG00000002057	0	0	0	0	0	0	0	0	0.00592464	0.239848
ENSMUSG00000002058	0.948479	1.01231	1.34125	2.88299	0.876965	1.82035	2.86716	2.96894	16.2333	22.6659
ENSMUSG00000002059	9.56589	8.719	3.24341	4.14598	4.35565	6.22667	5.49817	3.56155	9.60971	2.91636
ENSMUSG00000002064	15.5204	12.5763	16.6169	27.3393	33.7966	27.4029	34.8319	28.1109	49.4998	57.3159
ENSMUSG00000002068	3.68814	3.53029	4.17918	2.90486	3.09113	1.94009	1.59872	1.67593	10.9235	9.73063
ENSMUSG00000002076	0	0.181142	0	0.0176139	0	0	0	0	0	0.0515002
ENSMUSG00000002083	1.80947	1.17581	0.416167	0.349977	0.883907	0.857785	1.26045	1.08756	1.74574	1.22465
ENSMUSG00000002100	0	0.0827839	0.181798	0.0549214	0	0.00785465	0.0104238	0	0.00419435	0.0538088
ENSMUSG00000002102	63.6968	20.5393	25.0111	37.8296	38.3808	43.504	43.9451	34.7017	41.4587	43.2934
ENSMUSG00000002103	27.9469	20.996	40.893	32.4303	28.9933	26.713	22.5168	25.87	41.2976	23.5334
ENSMUSG00000002104	0	0	0.0680228	0.00856735	0.0616087	0.0723165	0.0374531	0	0.0761835	0.0391255
ENSMUSG00000002105	11.7903	6.15448	7.41603	6.71985	10.2726	8.95058	9.19093	5.94131	39.2209	29.1349
ENSMUSG00000002107	269.213	255.794	240.483	185.334	254.826	187.041	173.17	152.828	69.8063	65.5979
ENSMUSG00000002108	0	0.285477	1.07708	0.0932805	0.464677	0.193743	0.108357	0	0.928213	0.591918
ENSMUSG00000002109	14.5611	18.6102	18.5039	16.0106	15.9188	12.8192	15.5709	12.1559	15.7919	13.649
ENSMUSG00000002111	0	0	0	0	0	0	0	0	0.165588	0.00697736
ENSMUSG00000002129	14.4749	18.1519	10.3905	11.8869	13.959	13.4151	10.6224	12.1027	8.43521	8.14446
ENSMUSG00000002147	0.438091	0.163516	1.52635	0.481416	1.97455	2.08939	0.467079	0.175263	1.16416	0.905535
ENSMUSG00000002190	1.8653	1.82504	6.43798	4.6588	5.7603	6.41613	4.52709	5.48621	8.40474	9.55428
ENSMUSG00000002204	0.144751	0.132488	0	0.0191791	0	0.0503817	0.0289993	0	0	0.0668081
ENSMUSG00000002205	17.1252	6.13501	5.95101	3.9685	4.968	5.87181	3.61375	5.34341	3.55951	3.42042
ENSMUSG00000002210	11.8093	11.3438	7.66471	5.75153	5.74185	9.26742	10.3869	8.00358	5.08004	3.12781
ENSMUSG00000002221	15.2163	11.591	13.4787	11.2419	15.2609	8.88233	10.7387	10.1341	10.2745	4.98873
ENSMUSG00000002222	51.9589	42.0569	39.5839	22.2212	25.3596	34.9319	30.5695	31.0627	22.9595	31.428
ENSMUSG00000002227	1.04028	2.49891	1.12247	2.15818	0.949434	1.13052	1.56979	1.72298	1.15029	0.622012
ENSMUSG00000002228	0.0317089	0.0265169	0	0	0	0	0.0404101	0.0783592	0	0.0681164
ENSMUSG00000002233	2.64141	0.415844	0	0.0258369	0	0	0.151724	0.0879189	1.06138	0
ENSMUSG00000002240	0	0	0.0151659	0	0	0	0	0	0	0
ENSMUSG00000002249	0.201847	0	0	0.00615051	0	0.0752418	0	0	0	0
ENSMUSG00000002250	13.5959	1.97626	1.52023	2.13033	1.04853	2.23115	1.99635	1.70751	3.36892	6.16693
ENSMUSG00000002257	0	0.0637911	0.0847024	0.0124878	0.293257	0.621542	0	0.0418959	4.0073	0.338224
ENSMUSG00000002265	72.2403	96.8423	111.833	111.922	92.8117	86.512	90.5762	99.0323	220.781	99.5818
ENSMUSG00000002266	3.04591	1.04565	0.396797	0.666074	0.288554	0.304245	0.375698	0.347437	0.611567	0.453997
ENSMUSG00000002274	0	0.18415	0	0.0569502	0.0181087	0	0	0	0.467364	0.806413
ENSMUSG00000002279	4.28604	6.60802	6.44425	6.82427	6.43387	6.40312	5.84916	8.01122	3.29973	3.38545
ENSMUSG00000002280	0.476308	2.02812	4.25063	3.26051	3.31443	4.79374	2.00664	4.32186	9.16325	5.48817
ENSMUSG00000002289	0	0	0.0212318	0.0622314	0	0	0	0.0376894	0.102294	0.0511183
ENSMUSG00000002290	0.278752	0.0600364	0.0750964	0.0913279	0.0907116	0.0596595	1.60262	0.0313813	0.0348532	0.0387246
ENSMUSG00000002297	0.842656	0.68948	0.324032	0.409398	0.605564	0.278134	0.153403	0.174422	0.761642	0.858677
ENSMUSG00000002307	16.9495	22.2914	13.5332	14.2355	16.6387	13.5527	15.5397	37.2365	31.2714	9.68331
ENSMUSG00000002308	6.67006	3.82987	6.65013	4.43757	5.867	8.73155	10.658	6.24687	6.23639	12.9
ENSMUSG00000002319	59.3209	33.1265	31.0623	41.2286	31.1625	43.2932	25.3842	45.1664	51.638	47.5856
ENSMUSG00000002320	4.93037	11.2016	8.73229	13.4343	10.8516	11.8691	13.0689	11.5875	7.05981	12.6993
ENSMUSG00000002324	0.14486	0.502191	0.0610798	0	0	0	0.0912675	0.113308	1.64614	7.39366
ENSMUSG00000002325	4.51469	2.6265	0.272182	1.1443	0.552101	1.44673	0.424239	1.46556	18.3253	12.761
ENSMUSG00000002326	8.48423	4.77063	4.25426	6.05528	4.56912	6.47067	8.2321	7.86593	6.64734	9.33375
ENSMUSG00000002329	14.9308	7.66347	14.1776	12.7424	10.9513	7.81759	10.0993	12.626	14.8107	16.3852
ENSMUSG00000002332	27.49	33.0599	58.3976	50.4453	69.7484	42.3677	48.8095	54.8486	75.7808	101.182
ENSMUSG00000002341	71.9672	56.247	63.7718	38.3398	132.991	83.8335	66.4337	52.1296	10.2817	9.48923
ENSMUSG00000002342	8.51327	5.86668	3.79255	3.34686	5.02308	5.20366	3.81544	6.03771	9.85205	3.80787
ENSMUSG00000002343	10.0005	1.2491	4.41539	4.58769	7.88159	7.31895	3.69536	4.75942	8.71194	5.26819
ENSMUSG00000002345	11.8649	14.3161	10.461	11.6183	12.3211	14.6634	11.9673	16.6232	32.6973	35.7959
ENSMUSG00000002346	22.8862	5.52454	6.32574	4.73015	7.04932	4.48657	5.8671	5.77558	5.26149	11.2904
ENSMUSG00000002365	6.7536	4.23297	3.95809	3.88476	1.82602	1.5434	2.69974	1.98333	1.6411	1.78989
ENSMUSG00000002372	8.48809	5.25517	6.18609	6.38292	5.37476	6.43148	7.29532	5.66879	9.37662	7.81268
ENSMUSG00000002379	22.8638	6.45284	9.3751	11.0858	8.81624	13.5691	9.87066	10.5598	33.868	50.0995
ENSMUSG00000002384	0	1.00584	0.0268504	0.0303296	0.0607933	0.00900717	0.224463	0	0.0231201	0.0963256
ENSMUSG00000002393	1.47491	4.07899	2.34531	3.2275	2.54346	2.0245	3.12911	2.32146	1.91898	5.65345
ENSMUSG00000002395	17.4454	13.5265	13.7557	18.4597	13.1842	14.4782	20.5232	17.4732	49.0199	43.5441
ENSMUSG00000002396	0.775551	1.60027	2.22875	1.59115	1.78603	1.81562	2.14083	3.52817	3.01955	1.83035
ENSMUSG00000002409	10.3905	6.2065	2.99816	3.45665	3.58881	3.8955	4.62709	3.77738	5.45332	4.44554
ENSMUSG00000002413	108.497	96.5085	154.11	115.747	129.486	130.638	104.588	115.398	67.0939	64.2044
ENSMUSG00000002416	70.8155	37.3815	42.5204	45.2859	32.8227	46.5266	36.9743	45.0837	108.798	135.475
ENSMUSG00000002428	6.1351	10.6337	6.99043	9.50622	9.16433	7.58017	7.22072	6.87777	11.4548	8.53601
ENSMUSG00000002455	13.5369	20.9881	14.3299	13.9323	11.9327	14.4567	15.9148	20.2996	21.8976	17.9323
ENSMUSG00000002458	17.843	31.7477	24.8033	21.8445	25.4804	32.3358	26.124	37.467	23.9238	18.6283
ENSMUSG00000002459	0.404439	0.198178	0.680602	0.0891541	2.66682	0.405378	0.503964	3.71986	16.2862	31.8418
ENSMUSG00000002475	5.38452	2.61077	5.77828	4.15662	12.0158	1.75328	2.74464	2.1808	10.5098	33.3573
ENSMUSG00000002477	49.5786	19.5111	27.9241	28.6179	36.4024	32.7361	47.1546	32.156	53.2655	66.6284
ENSMUSG00000002486	0.604416	3.31962	1.17491	1.98332	3.23596	0.872172	4.11741	2.37381	2.13041	2.27489
ENSMUSG00000002489	108.539	67.2871	1.72768	18.3403	8.95472	3.62736	6.54521	12.1013	11.3849	13.896
ENSMUSG00000002496	15.1377	15.7775	19.1247	21.2317	21.3049	18.1184	13.2061	13.4571	11.6924	14.5505
ENSMUSG00000002500	0.424837	0	0.0143841	0	0	0	0.0415151	0	0.273974	0
ENSMUSG00000002504	18.7541	5.07579	7.72514	11.7888	8.39598	0.103869	0.200481	1.53654	16.1351	15.0674
ENSMUSG00000002524	14.5339	22.0856	25.7302	28.2112	23.7649	25.3759	42.6042	42.6765	43.7444	33.7601
ENSMUSG00000002546	17.3223	10.4795	9.00359	12.3457	19.2182	11.3624	18.5622	13.7133	15.324	11.419
ENSMUSG00000002550	6.1937	3.415	4.03342	3.3681	3.1697	4.38353	4.3318	3.82088	5.21537	3.84305
ENSMUSG00000002565	0	0	0.709522	0	0.107347	0	0	0	0.0131273	1.64344
ENSMUSG00000002578	9.35568	11.7489	4.6415	4.14678	2.95833	2.355	2.94963	3.25038	4.24152	1.3021
ENSMUSG00000002580	28.8173	33.3254	43.7486	61.2196	69.0537	81.4575	80.405	81.2501	124.436	104.002
ENSMUSG00000002588	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002602	0.292833	0.0599605	0.068768	0.815416	1.13377	0.0167533	0	0.610579	1.69095	0.0277555
ENSMUSG00000002603	0.623144	0	0	0	0	0	0	0	0.180828	0.102402
ENSMUSG00000002608	21.3032	10.3481	8.93187	9.73313	6.98368	11.4268	9.18148	9.72075	9.45153	12.3243
ENSMUSG00000002617	22.4787	16.248	12.9301	12.7274	11.0273	12.9374	13.1151	18.9011	2.53502	11.8285
ENSMUSG00000002625	24.6001	10.091	5.92552	7.15744	6.16355	8.52739	6.8619	10.5058	8.04877	7.06917
ENSMUSG00000002633	0	0.0177423	0.659888	0.58871	0.0458466	0.118912	0.0522335	0.0160365	0.368311	6.20069
ENSMUSG00000002635	4.14559	3.86644	5.48071	6.96685	6.2163	6.10416	7.32974	7.75843	8.08107	11.2419
ENSMUSG00000002658	29.9118	27.1137	29.1147	35.3157	35.5228	33.1877	47.7866	46.6882	41.115	42.9019
ENSMUSG00000002660	8.55198	8.71664	5.16877	8.8421	6.99091	8.00604	5.79492	10.0201	27.0584	19.5125
ENSMUSG00000002661	6.26712	4.85952	3.40042	8.57311	2.71805	5.46402	7.99349	3.85669	16.7177	16.6174
ENSMUSG00000002664	0	0.0469118	0.0380033	0	0	0	0	0	0.0445719	0
ENSMUSG00000002668	0	0.230209	0	0	0	0.0193548	0	0	0.0167675	0
ENSMUSG00000002679	14.492	25.9662	14.3501	10.8429	19.4197	20.7095	21.0773	21.5752	16.6658	13.245
ENSMUSG00000002688	6.85158	3.09351	0.148596	0.0416782	0	0.333529	0.336577	0.630639	0.280771	0.0770151
ENSMUSG00000002699	0	0	0.629375	1.68909	0.745046	0.0330116	0.459613	1.43484	0.511667	0.0769906
ENSMUSG00000002718	42.8221	76.5855	96.3021	61.3547	89.2083	49.4116	63.5176	64.4753	58.5911	112.862
ENSMUSG00000002728	23.3061	25.5816	25.5249	18.8065	23.6187	22.6517	23.0692	23.1786	43.2754	47.1079
ENSMUSG00000002731	1.20245	2.58862	1.17943	5.40042	3.06643	3.06104	5.01429	3.30773	7.96152	11.5607
ENSMUSG00000002732	0	0.549387	1.40845	0.62797	1.25341	2.45465	0.20063	1.10275	0.866602	1.23007
ENSMUSG00000002733	21.0549	10.5964	13.7108	8.70907	13.9607	15.498	12.6303	11.3245	9.40784	13.6205
ENSMUSG00000002741	15.6021	14.0096	11.7854	10.1115	16.5015	12.4514	18.0517	12.0984	14.9083	26.699
ENSMUSG00000002748	45.4572	32.747	21.3898	24.4825	21.8683	23.0574	29.5586	30.7036	17.817	21.8984
ENSMUSG00000002763	3.50952	2.94671	3.27608	5.66875	3.35509	4.61476	6.9163	3.75055	4.10653	3.85813
ENSMUSG00000002767	12.9165	3.07544	11.5177	10.0878	7.57718	13.9937	15.7467	9.81615	17.2197	12.9793
ENSMUSG00000002768	19.353	18.6255	26.0791	37.4934	31.7303	30.5369	35.4205	35.4443	71.5602	65.7592
ENSMUSG00000002769	0	0.0895855	0.0883172	0.0880886	0.118058	0.153025	0.0813401	0	1.42481	0
ENSMUSG00000002771	0.966451	0.828388	0.220146	0.456512	0.0537121	0.440797	0.391727	1.07235	4.55411	5.45771
ENSMUSG00000002778	16.9975	24.4315	22.202	31.16	18.5331	20.8202	27.4801	20.4005	31.2549	15.4048
ENSMUSG00000002781	11.6002	3.18557	3.18762	3.36408	2.9296	5.00441	3.60303	7.23002	3.01321	5.04715
ENSMUSG00000002791	0	0	0.088768	0	0	0	0	0.0207154	0	0
ENSMUSG00000002797	11.9913	16.399	38.3786	39.7794	38.1002	24.4071	33.5385	27.2325	21.5383	35.8334
ENSMUSG00000002799	1.36889	0.901917	0.983039	1.03957	0.677766	1.71725	1.88089	1.76526	0.960494	0.358476
ENSMUSG00000002803	4.76088	5.31292	11.4012	9.52542	13.0832	9.78981	9.04032	10.2424	19.1109	9.81611
ENSMUSG00000002804	4.37218	1.07704	1.58781	0.892003	0.780604	0.701333	0.684344	2.02597	3.91731	2.09195
ENSMUSG00000002808	22.7792	23.9192	122.494	54.2605	107.652	38.3439	43.9607	31.8918	91.189	70.4983
ENSMUSG00000002812	3.14977	6.03787	6.28222	8.65987	6.19252	4.27742	6.03909	5.61094	18.0408	21.5522
ENSMUSG00000002814	1.69921	2.62039	0.693269	0.622593	0.840209	1.33448	1.01476	1.70254	1.30817	0.230357
ENSMUSG00000002820	2.53543	0.471812	0.972768	1.10182	1.26633	0.966092	1.26941	0.925412	0.954266	1.52637
ENSMUSG00000002825	9.23301	7.06566	3.45768	3.80391	5.15968	4.35168	6.44109	3.45859	12.3404	4.13309
ENSMUSG00000002831	0.615836	0.264441	0.0302645	0.0172049	0.00891139	0.116337	0.0488662	0.0196813	0.00302704	0.00246602
